ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J03.9;SEC_04_TX;B2;PENICILLIN V;Universal;Universal_Statement;It serves as the standard trusted choice to eliminate the bacteria and protect against future heart complications.;Leung et al. 2023 (DOI: 10.2174/1573396320666230726145436);;;icon_route_oral.png;
J03.9;SEC_04_TX;B3;PENICILLIN V;Universal;Universal_Statement;It is generally safe but can occasionally cause a mild skin rash or an unexpected allergic reaction.;Thornhill et al. 2019 (DOI: 10.1177/0022034519863645);;;icon_route_oral.png;
J03.9;SEC_04_TX;B4;PENICILLIN V;Universal;Universal_Statement;The medicine moves through the body rapidly and is cleared out within a few hours.;Thornhill et al. 2019 (DOI: 10.1177/0022034519863645);;;icon_route_oral.png;
J03.9;SEC_04_TX;B1;AMOXICILLIN;Universal;Universal_Statement;This treatment actively binds to bacterial building proteins to force the invading cells to burst.;Huang et al. 2023 (DOI: 10.1016/j.ijbiomac.2023.127784);;;icon_route_oral.png;
J03.9;SEC_04_TX;B2;AMOXICILLIN;Universal;Universal_Statement;It is widely chosen because its taste is more acceptable making it easier to complete a full course.;Cohen 2004 (DOI: 10.1097/01.inf.0000112527.33870.0d);;;icon_route_oral.png;
J03.9;SEC_04_TX;B3;AMOXICILLIN;Universal;Universal_Statement;Mild diarrhea or a temporary skin rash might happen while the body processes the drug.;Udhnawala et al. 2024 (DOI: 10.5455/jhspe.20240703060939);;;icon_route_oral.png;
J03.9;SEC_04_TX;B4;AMOXICILLIN;Universal;Universal_Statement;The total time the drug remains at high levels in the bloodstream determines how well it clears the infection.;Barker et al. 2023 (DOI: 10.1093/jac/dkad196);;;icon_route_oral.png;
J03.9;SEC_04_TX;B4;AMOXICILLIN;Age;Age_Neonate_0_28d;Medical cooling treatments slow down how fast the kidneys remove this drug requiring a lowered dose.;Gijsen et al. 2021 (DOI: 10.3390/antibiotics10101182);Furthermore ;;;icon_route_oral.png
J03.9;SEC_04_TX;B1;BENZATHINE PENICILLIN G;Universal;Universal_Statement;This injection provides a long-lasting supply of wall-destroying medicine directly into the muscle.;Li et al. 2024 (DOI: 10.1002/jcph.2454);;;;
J03.9;SEC_04_TX;B2;BENZATHINE PENICILLIN G;Universal;Universal_Statement;It is used when taking daily pills is too difficult ensuring the bacteria are completely wiped out.;Liang et al. 2023 (DOI: 10.3389/fcvm.2023.1183606);;;;
J03.9;SEC_04_TX;B3;BENZATHINE PENICILLIN G;Universal;Universal_Statement;Mild soreness or redness at the spot where the shot is given is quite common.;Kado et al. 2023 (DOI: 10.1128/aac.00962-23);;;;
J03.9;SEC_04_TX;B4;BENZATHINE PENICILLIN G;Universal;Universal_Statement;The body slowly absorbs the active ingredients over several weeks to keep a constant defense active.;Li et al. 2024 (DOI: 10.1002/jcph.2454);;;;
J03.9;SEC_04_TX;B4;BENZATHINE PENICILLIN G;Sex/Physical;BMI_Morbidly_Obese_40_Plus;Excess body mass significantly slows down how fast the shot is absorbed altering the protection timeline.;Hand et al. 2019 (DOI: 10.1093/jac/dkz076);Importantly ;;;
J03.9;SEC_04_TX;B1;AZITHROMYCIN;Universal;Universal_Statement;This medicine halts bacterial growth by interfering with how they build essential internal proteins.;Zeng et al. 2020 (DOI: 10.1007/s00228-020-02956-3);;;icon_route_oral.png;
J03.9;SEC_04_TX;B2;AZITHROMYCIN;Universal;Universal_Statement;It offers a strong alternative for individuals who have severe allergic reactions to standard medicines.;Van Driel et al. 2021 (DOI: 10.1002/14651858.cd004406.pub5);;;icon_route_oral.png;
J03.9;SEC_04_TX;B3;AZITHROMYCIN;Universal;Universal_Statement;Upset stomach and diarrhea are somewhat frequent alongside the possibility of a mild skin rash.;Zeng et al. 2020 (DOI: 10.1007/s00228-020-02956-3);;;icon_route_oral.png;
J03.9;SEC_04_TX;B4;AZITHROMYCIN;Universal;Universal_Statement;The active compounds are absorbed within a few hours and build up heavily inside the body tissues.;Methaneethorn et al. 2025 (DOI: 10.1080/07853890.2025.2496792);;;icon_route_oral.png;
J03.9;SEC_04_TX;B4;AZITHROMYCIN;Age;Age_Frail_Elderly_80_Plus;Older age heavily increases the risk of this drug causing abnormal heart rhythms requiring cautious use.;Zhang et al. 2024 (DOI: 10.1080/14740338.2024.2412226);Additionally ;;;icon_route_oral.png
J03.9;SEC_05_MNG;B1;;Universal;Universal_Statement;Completing the entire ten days of treatment is absolutely critical to fully wipe out the germ and protect the heart.;Leung et al. 2023 (DOI: 10.2174/1573396320666230726145436);;;;
J03.9;SEC_05_MNG;B2;;Universal;Universal_Statement;Staying completely isolated for the first full day of treatment stops the germ from passing to family members.;McGuire et al. 2023 (DOI: 10.2807/1560-7917.es.2023.28.15.2200573);;;;
J03.9;SEC_05_MNG;B3;;Universal;Universal_Statement;Washing hands frequently and avoiding sharing cups limits the spread of the bacteria in close living spaces.;Liang et al. 2023 (DOI: 10.3389/fcvm.2023.1183606);;;;
J03.9;SEC_06_FLG;B1;;Universal;Universal_Statement;Unexplained chest pain or a racing heart during or after the throat infection requires an immediate emergency check.;Pellegrino et al. 2023 (DOI: 10.1007/s00431-023-05211-w);;;icon_warning.png;
J03.9;SEC_06_FLG;B2;;Universal;Universal_Statement;Any sudden spreading skin rash with blistering means all medications must be stopped immediately.;Yan et al. 2025 (DOI: 10.1016/j.ijantimicag.2025.107524);;;icon_warning.png;
J03.9;SEC_06_FLG;B2;PENICILLIN V;Universal;Universal_Statement;Discontinue the treatment right away if any difficulty breathing or facial swelling suddenly begins.;Thornhill et al. 2019 (DOI: 10.1177/0022034519863645);;;icon_warning.png;
J03.9;SEC_06_FLG;B2;AMOXICILLIN;Universal;Universal_Statement;Watch closely for severe unstopping diarrhea which could indicate a dangerous reaction in the digestive system.;Udhnawala et al. 2024 (DOI: 10.5455/jhspe.20240703060939);;;icon_warning.png;
J03.9;SEC_06_FLG;B2;BENZATHINE PENICILLIN G;Universal;Universal_Statement;Seek urgent care if a severe allergic reaction occurs shortly after receiving the injection.;Thornhill et al. 2019 (DOI: 10.1177/0022034519863645);;;icon_warning.png;
J03.9;SEC_06_FLG;B2;AZITHROMYCIN;Universal;Universal_Statement;Stop taking this immediately and seek help if a fluttering heartbeat or sudden dizzy spells occur.;Sarayani et al. 2020 (DOI: 10.1016/j.sapharm.2020.04.016);;;icon_warning.png;
J03.9;SEC_06_FLG;B3;;Universal;Universal_Statement;Patients taking blood thinners must be closely monitored because these treatments significantly increase the chance of unexpected bleeding.;Vega et al. 2023 (DOI: 10.3390/life13081661);;;icon_warning.png;
J03.9;SEC_07_SUC;B1;;Universal;Universal_Statement;The primary medical goal is to completely clear the bacteria from the throat to prevent any immune system overreactions.;Liang et al. 2023 (DOI: 10.3389/fcvm.2023.1183606);;;;
J03.9;SEC_07_SUC;B2;;Universal;Universal_Statement;Success is clear when the sharp swallowing pain and high temperature vanish within two days of starting medicine.;Shulman et al. 2012 (DOI: 10.1093/cid/cis629);;;;
J03.9;SEC_07_SUC;B3;;Universal;Universal_Statement;Laboratory tests will show the bacteria are completely gone from the throat within the first few days of proper care.;McGuire et al. 2023 (DOI: 10.2807/1560-7917.es.2023.28.15.2200573);;;;
