ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
U07.1;SEC_03_IMP;B2;;Universal;Universal_Statement;Severe cases lead to a rapid drop in oxygen and sudden kidney strain which completely stops normal daily activities.;Le et al. 2021 (DOI: 10.1002/rmv.2288);;;;
U07.1;SEC_03_IMP;B3;;Universal;Universal_Statement;Many individuals experience lingering exhaustion headaches and breathing struggles that last for months after the initial sickness fades.;Lopez-Leon et al. 2021 (DOI: 10.1038/s41598-021-95565-8);;;;
U07.1;SEC_03_IMP;B3;;Sex/Physical;BMI_Obese_30_Plus;Severe body weight increases the likelihood of dealing with these prolonged and frustrating recovery symptoms.;Notarte et al. 2022 (DOI: 10.3390/jcm11247314);Importantly ;;;
U07.1;SEC_03_IMP;B3;;Sex/Physical;Sex_Female;Females also face a noticeably higher chance of experiencing this prolonged recovery phase.;Notarte et al. 2022 (DOI: 10.3390/jcm11247314);Similarly ;;;
U07.1;SEC_04_TX;B1;NIRMATRELVIR RITONAVIR;Universal;Universal_Statement;This medicine actively blocks the internal machinery the virus uses to copy itself while a second ingredient keeps the medicine in the body longer.;Gerhart et al. 2024 (DOI: 10.1007/s40262-023-01339-y);;;icon_route_oral.png;
U07.1;SEC_04_TX;B2;NIRMATRELVIR RITONAVIR;Universal;Universal_Statement;It is used as an early five-day treatment to prevent mild sickness from turning into a severe hospital emergency.;Hammond et al. 2022 (DOI: 10.1056/nejmoa2118542);;;icon_route_oral.png;
U07.1;SEC_04_TX;B3;NIRMATRELVIR RITONAVIR;Universal;Universal_Statement;A strange metallic taste in the mouth or mild diarrhea can occasionally happen during the treatment course.;Hammond et al. 2022 (DOI: 10.1056/nejmoa2118542);;;icon_route_oral.png;
U07.1;SEC_04_TX;B4;NIRMATRELVIR RITONAVIR;Universal;Universal_Statement;The kidneys filter this medicine requiring careful dose changes if natural filtering speeds are slow.;Gerhart et al. 2024 (DOI: 10.1007/s40262-023-01339-y);;;icon_route_oral.png;
U07.1;SEC_04_TX;B4;NIRMATRELVIR RITONAVIR;Clinical;Renal_Impaired_Mild_Moderate;A lowered dose is completely necessary to keep the body safe while the kidneys process the medicine.;Gerhart et al. 2024 (DOI: 10.1007/s40262-023-01339-y);Importantly ;;;icon_route_oral.png
U07.1;SEC_04_TX;B4;NIRMATRELVIR RITONAVIR;Clinical;Renal_Impaired_Severe_ESRD;This medicine is dangerous for severely weak kidneys and must be strictly avoided.;Chan et al. 2023 (DOI: 10.1093/cid/ciad371);OVERRIDE;;;icon_route_oral.png
U07.1;SEC_04_TX;B1;DEXAMETHASONE;Universal;Universal_Statement;This strong treatment suppresses the immune system to stop the body from accidentally destroying its own lung tissue.;Meybodi et al. 2024 (DOI: 10.1016/j.cyto.2024.156794);;;icon_route_oral.png;
U07.1;SEC_04_TX;B2;DEXAMETHASONE;Universal;Universal_Statement;It is strictly reserved for critical cases where the patient cannot breathe properly without extra oxygen support.;Chen et al. 2021 (DOI: 10.1007/s40121-021-00500-z);;;icon_route_oral.png;
U07.1;SEC_04_TX;B3;DEXAMETHASONE;Universal;Universal_Statement;High blood sugar levels fluid buildup and a risk of stomach bleeding are known side effects.;Chen et al. 2021 (DOI: 10.1007/s40121-021-00500-z);;;icon_route_oral.png;
U07.1;SEC_04_TX;B4;DEXAMETHASONE;Universal;Universal_Statement;The liver breaks down this medicine which can interfere with the body's natural ability to clear the virus if used too early.;Salem 2020 (DOI: 10.1177/0897190020979608);;;icon_route_oral.png;
U07.1;SEC_04_TX;B1;REMDESIVIR;Universal;Universal_Statement;This medicine directly interferes with the genetic copying process of the virus to halt the infection from spreading inside the lungs.;Gerhart et al. 2024 (DOI: 10.1007/s40262-023-01339-y);;;;
U07.1;SEC_04_TX;B2;REMDESIVIR;Universal;Universal_Statement;It is delivered through an intravenous drip over several days to support patients fighting a severe lung infection.;Hsu et al. 2021 (DOI: 10.3390/ph14100955);;;;
U07.1;SEC_04_TX;B3;REMDESIVIR;Universal;Universal_Statement;A slow heartbeat and signs of acute kidney strain are relatively common and require close medical watching.;Goodwin et al. 2021 (DOI: 10.1016/j.physio.2021.01.007);;;;
U07.1;SEC_04_TX;B4;REMDESIVIR;Universal;Universal_Statement;The drug is processed through the bloodstream and kidneys meaning careful monitoring is essential during the entire course.;Da Silva et al. 2021 (DOI: 10.1590/0102-311x00077721);;;;
U07.1;SEC_04_TX;B1;TOCILIZUMAB;Universal;Universal_Statement;This medicine blocks specific inflammatory communication signals to rapidly calm a highly overactive immune response.;Pollini et al. 2023 (DOI: 10.1016/j.apmr.2023.08.023);;;;
U07.1;SEC_04_TX;B2;TOCILIZUMAB;Universal;Universal_Statement;It is given through an intravenous line when the lungs are failing and a second dose can be used if symptoms quickly worsen.;Rosas et al. 2021 (DOI: 10.1007/s00134-021-06507-x);;;;
U07.1;SEC_04_TX;B3;TOCILIZUMAB;Universal;Universal_Statement;There is a rare risk of intestinal damage or sudden drops in important clotting proteins in the blood.;Pollini et al. 2023 (DOI: 10.1016/j.apmr.2023.08.023);;;;
U07.1;SEC_04_TX;B4;TOCILIZUMAB;Universal;Universal_Statement;The treatment acts deeply on the immune system requiring careful blood tests to ensure safe processing.;Rosas et al. 2021 (DOI: 10.1007/s00134-021-06507-x);;;;
U07.1;SEC_05_MNG;B1;;Universal;Universal_Statement;Ensuring proper nutrition with essential vitamins and gut-friendly foods supports the immune system during a prolonged recovery.;Bigman et al. 2025 (DOI: 10.3390/nu17111802);;;;
U07.1;SEC_05_MNG;B2;;Universal;Universal_Statement;Lying flat on the stomach frequently throughout the day helps open up the back of the lungs to dramatically improve oxygen flow.;Malik et al. 2020 (DOI: 10.1136/bmjebm-2020-111536);;;;
U07.1;SEC_05_MNG;B3;;Universal;Universal_Statement;Engaging in structured breathing exercises and light physical activity slowly rebuilds lung capacity and reduces lingering anxiety.;Pollini et al. 2023 (DOI: 10.1016/j.apmr.2023.08.023);;;;
U07.1;SEC_06_FLG;B1;;Universal;Universal_Statement;Rapidly worsening breathlessness sudden deep confusion or oxygen levels consistently dropping below normal limits require immediate emergency room care.;Greenhalgh et al. 2020 (DOI: 10.1136/bmjopen-2020-042626);;;icon_warning.png;
U07.1;SEC_06_FLG;B2;;Universal;Universal_Statement;Stop immediately and consult a doctor if severe allergic reactions or unusual neurological symptoms appear.;Greenhalgh et al. 2020 (DOI: 10.1136/bmjopen-2020-042626);;;icon_warning.png;
U07.1;SEC_06_FLG;B2;NIRMATRELVIR RITONAVIR;Universal;Universal_Statement;Stop immediately and consult a doctor because this treatment has highly dangerous interactions with common blood thinners and cholesterol medicines.;Marzolini et al. 2022 (DOI: 10.1002/cpt.2646);;;icon_warning.png;
U07.1;SEC_06_FLG;B2;DEXAMETHASONE;Universal;Universal_Statement;This medicine must never be taken for mild symptoms because suppressing the immune system early allows the virus to multiply out of control.;Salem 2020 (DOI: 10.1177/0897190020979608);;;icon_warning.png;
U07.1;SEC_06_FLG;B2;REMDESIVIR;Universal;Universal_Statement;Discontinue use instantly if severe kidney failure or an unusually slow heartbeat suddenly occurs.;Da Silva et al. 2021 (DOI: 10.1590/0102-311x00077721);;;icon_warning.png;
U07.1;SEC_06_FLG;B2;TOCILIZUMAB;Universal;Universal_Statement;Treatment must be halted if severe stomach pain begins indicating possible damage to the intestines.;Pollini et al. 2023 (DOI: 10.1016/j.apmr.2023.08.023);;;icon_warning.png;
U07.1;SEC_06_FLG;B3;;Universal;Universal_Statement;A soaring fever that refuses to break and breathing that becomes shallow and fast signify the lung infection is overwhelming the body.;Greenhalgh et al. 2020 (DOI: 10.1136/bmjopen-2020-042626);;;icon_warning.png;
U07.1;SEC_07_SUC;B1;;Universal;Universal_Statement;The primary medical goal is to stop the viral spread and stabilize the extreme immune reaction before it causes permanent lung scarring.;Chen et al. 2021 (DOI: 10.1038/s41375-021-01264-8);;;;
U07.1;SEC_07_SUC;B2;;Universal;Universal_Statement;Success is clear when the patient breathes comfortably without extra oxygen and deep exhaustion begins to lift.;Greenhalgh et al. 2020 (DOI: 10.1136/bmjopen-2020-042626);;;;
U07.1;SEC_07_SUC;B3;;Universal;Universal_Statement;Blood tests will show a massive drop in inflammatory markers and clotting danger signals indicating the body is finally healing.;Milenkovic et al. 2022 (DOI: 10.1155/2022/8997709);;;;
