ICD10_ID;Section_ID;Bullet_ID;Med_Class_ID;Variable_Group;Target_Variable;Statement_Text;Reference_Link;Nuance_Transition;Caregiver_Statement;Route_Icon;
J18.9;SEC_03_IMP;B3;;Universal;Universal_Statement;Spending prolonged time in a hospital bed dealing with breathing struggles can feel overwhelming and deeply draining.;Idigo et al. 2024 (DOI: 10.1016/j.hrtlng.2024.01.010);;;;
J18.9;SEC_03_IMP;B3;;Sex/Physical;BMI_Obese_30_Plus;Excess body weight often extends the total time needed in the hospital to recover fully.;Idigo et al. 2024 (DOI: 10.1016/j.hrtlng.2024.01.010);Importantly ;;;
J18.9;SEC_04_TX;B1;AMOXICILLIN;Universal;Universal_Statement;This medicine targets and breaks apart the outer protective walls of the invading bacteria.;Gibson and Veening 2023 (DOI: 10.1016/j.mib.2022.102261);;;icon_route_oral.png;
J18.9;SEC_04_TX;B2;AMOXICILLIN;Universal;Universal_Statement;It is widely used as a trusted first choice to rapidly clear common bacterial infections from the lungs.;Huynh et al. 2022 (DOI: 10.1002/phar.2756);;;icon_route_oral.png;
J18.9;SEC_04_TX;B3;AMOXICILLIN;Universal;Universal_Statement;Mild stomach upset or a temporary skin rash can occasionally happen while the body processes the treatment.;Barratt et al. 2021 (DOI: 10.3310/hta25600);;;icon_route_oral.png;
J18.9;SEC_04_TX;B4;AMOXICILLIN;Universal;Universal_Statement;The kidneys are responsible for clearing the active ingredients out of the bloodstream over a few hours.;Gijsen et al. 2021 (DOI: 10.3390/antibiotics10050557);;;icon_route_oral.png;
J18.9;SEC_04_TX;B4;AMOXICILLIN;Sex/Physical;BMI_Obese_30_Plus;A higher total body weight requires the maximum standard dose to ensure enough medicine reaches the lungs.;Gijsen et al. 2021 (DOI: 10.3390/antibiotics10050557);Furthermore ;;;icon_route_oral.png
J18.9;SEC_04_TX;B1;CEFTRIAXONE;Universal;Universal_Statement;This strong medicine continuously attacks the building process of bacterial walls until the invading cells burst.;Silva et al. 2022 (DOI: 10.1016/j.ijantimicag.2022.106569);;;;
J18.9;SEC_04_TX;B2;CEFTRIAXONE;Universal;Universal_Statement;It is used in hospital settings for more severe infections to ensure a constant defense against the germs.;Taniguchi et al. 2025 (DOI: 10.1093/jac/dkaf189);;;;
J18.9;SEC_04_TX;B3;CEFTRIAXONE;Universal;Universal_Statement;Stomach discomfort is common and there is a slight chance of liver irritation or mild allergic reactions.;Torgunakova et al. 2020 (DOI: 10.1183/13993003.congress-2020.1781);;;;
J18.9;SEC_04_TX;B4;CEFTRIAXONE;Universal;Universal_Statement;The body filters this medicine through both the kidneys and the liver.;Dreesen et al. 2022 (DOI: 10.1093/jac/dkac209);;;;
J18.9;SEC_04_TX;B4;CEFTRIAXONE;Clinical;Renal_Impaired_Severe_ESRD;When kidneys are severely weakened the body holds onto the drug much longer meaning specialized doses are essential.;Paredes et al. 2022 (DOI: 10.1136/ejhpharm-2022-eahp.410);Importantly ;;;
J18.9;SEC_04_TX;B1;CLARITHROMYCIN;Universal;Universal_Statement;This medicine stops the invading bacteria from creating the essential proteins they need to survive and multiply.;Torres et al. 2003 (DOI: 10.1183/09031936.03.00045202);;;icon_route_oral.png;
J18.9;SEC_04_TX;B2;CLARITHROMYCIN;Universal;Universal_Statement;It is frequently used alongside other treatments to cover a wider variety of hidden lung germs.;Finch et al. 2002 (DOI: 10.1128/aac.46.6.1746-1754.2002);;;icon_route_oral.png;
J18.9;SEC_04_TX;B3;CLARITHROMYCIN;Universal;Universal_Statement;It often causes an unusual metallic taste in the mouth along with mild stomach cramps or nausea.;Hoeffken et al. 2001 (DOI: 10.1053/rmed.2001.1113);;;icon_route_oral.png;
J18.9;SEC_04_TX;B4;CLARITHROMYCIN;Universal;Universal_Statement;The liver does the heavy lifting to break down these compounds before they leave the body.;Zhang et al. 2024 (DOI: 10.1080/14740338.2024.2412226);;;icon_route_oral.png;
J18.9;SEC_04_TX;B4;CLARITHROMYCIN;Age;Age_Frail_Elderly_80_Plus;Older age heavily increases the risk of this drug causing abnormal heart rhythms requiring cautious use.;Zhang et al. 2024 (DOI: 10.1080/14740338.2024.2412226);Additionally ;;;icon_route_oral.png
J18.9;SEC_04_TX;B1;MOXIFLOXACIN;Universal;Universal_Statement;This medicine aggressively stops the internal copying machinery of the bacteria preventing them from spreading.;Kuzman et al. 2014 (DOI: 10.1186/1471-2466-14-105);;;icon_route_oral.png;
J18.9;SEC_04_TX;B2;MOXIFLOXACIN;Universal;Universal_Statement;It serves as a powerful option to tackle stubborn lung infections when standard first choices might not be enough.;Torres et al. 2003 (DOI: 10.1183/09031936.03.00045202);;;icon_route_oral.png;
J18.9;SEC_04_TX;B3;MOXIFLOXACIN;Universal;Universal_Statement;Diarrhea and slight dizziness are somewhat common while taking this advanced treatment course.;Alexander et al. 2019 (DOI: 10.1001/jama.2019.15468);;;icon_route_oral.png;
J18.9;SEC_04_TX;B4;MOXIFLOXACIN;Universal;Universal_Statement;The active medicine moves rapidly into the lung tissues and requires healthy liver function for safe processing.;Kuzman et al. 2014 (DOI: 10.1186/1471-2466-14-105);;;icon_route_oral.png;
J18.9;SEC_05_MNG;B1;;Universal;Universal_Statement;Ensuring proper nutrition and staying well hydrated supports the immune system during the intense healing phase.;Aston et al. 2019 (DOI: 10.1164/rccm.201807-1333oc);;;;
J18.9;SEC_05_MNG;B2;;Universal;Universal_Statement;Getting complete bed rest is absolutely necessary to allow the lungs to focus energy on clearing the deep infection.;Almirall et al. 2025 (DOI: 10.1183/16000617.0037-2025);;;;
J18.9;SEC_05_MNG;B3;;Universal;Universal_Statement;Keeping indoor air entirely free of smoke prevents further irritation to the highly sensitive lung lining.;Aston et al. 2019 (DOI: 10.1164/rccm.201807-1333oc);;;;
J18.9;SEC_06_FLG;B1;;Universal;Universal_Statement;A sharp drop in blood pressure or sudden extreme confusion indicates failing lungs and requires an immediate emergency room visit.;File et al. 2025 (DOI: 10.1016/j.eclinm.2025.103656);;;icon_warning.png;
J18.9;SEC_06_FLG;B2;;Universal;Universal_Statement;Stop taking any prescribed medicine instantly if severe facial swelling or a widespread blistering rash suddenly appears.;Torgunakova et al. 2020 (DOI: 10.1183/13993003.congress-2020.1781);;;icon_warning.png;
J18.9;SEC_06_FLG;B2;AMOXICILLIN;Universal;Universal_Statement;Stop taking the medicine immediately if unusual yellowing of the skin or eyes starts to develop.;Torgunakova et al. 2020 (DOI: 10.1183/13993003.congress-2020.1781);;;icon_warning.png;
J18.9;SEC_06_FLG;B2;CEFTRIAXONE;Universal;Universal_Statement;Watch closely for severe non-stop diarrhea which could signal a dangerous imbalance in the digestive system.;Torgunakova et al. 2020 (DOI: 10.1183/13993003.congress-2020.1781);;;icon_warning.png;
J18.9;SEC_06_FLG;B2;CLARITHROMYCIN;Universal;Universal_Statement;Stop taking this immediately and seek help if a fluttering heartbeat or sudden dizzy spells occur.;Zhang et al. 2024 (DOI: 10.1080/14740338.2024.2412226);;;icon_warning.png;
J18.9;SEC_06_FLG;B2;MOXIFLOXACIN;Universal;Universal_Statement;Discontinue use right away if sudden tendon pain or unexpected muscle weakness develops.;Alexander et al. 2019 (DOI: 10.1001/jama.2019.15468);;;icon_warning.png;
J18.9;SEC_06_FLG;B3;;Universal;Universal_Statement;If breathing remains fast and difficult after two full days of antibiotics a doctor must urgently re-evaluate the treatment plan.;Stets et al. 2019 (DOI: 10.1056/nejmoa1800201);;;icon_warning.png;
J18.9;SEC_07_SUC;B1;;Universal;Universal_Statement;The primary medical goal is to permanently clear the deep lung blockage and restore completely normal oxygen levels.;Stets et al. 2019 (DOI: 10.1056/nejmoa1800201);;;;
J18.9;SEC_07_SUC;B2;;Universal;Universal_Statement;True relief is reached when the high body temperature breaks and breathing feels effortless again.;File et al. 2025 (DOI: 10.1016/j.eclinm.2025.103656);;;;
J18.9;SEC_07_SUC;B3;;Universal;Universal_Statement;Taking the full course of therapy ensures the lung tissues heal properly and prevents the serious infection from returning.;Aston et al. 2019 (DOI: 10.1164/rccm.201807-1333oc);;;;
